id,cantidad_postes ,latitud,longitud,tipo_lampara,sector_id,descripcion,luminarias_por_poste,capacidad,,,,,,,,,
,1,20.660352706687185,-87.05103877327609,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.660623189646916,-87.05080752062283,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.66081232195781,-87.05067871061408,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.661003420218062,-87.05051516707444,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.661142787128036,-87.05042323455687,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.661058378011823,-87.05023724774952,LED ,126,10-Post (Calle),2,100,,,,,,,,,
,1,20.66094767637391,-87.05006957283788,LED ,126,10-Post (Calle),2,100,,,,,,,,,
,1,20.66079993698056,-87.0498461422981,LED ,126,10-Post (Calle),2,100,,,,,,,,,
,1,20.660690989831508,-87.04967105867934,LED ,126,10-Post (Calle),2,100,,,,,,,,,
,1,20.66052512139456,-87.04941565232095,LED ,126,10-Post (Calle),2,100,,,,,,,,,
,1,20.66041488406074,-87.04918897413235,LED ,126,10-Post (Calle),2,100,,,,,,,,,
,1,20.65416548903184,-87.05168604350379,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.654426646040697,-87.05215069764154,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65402169720557,-87.0517911635664,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.6538615717524,-87.05193374155415,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.653642133409424,-87.05207448960267,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65424967374225,-87.05228218315902,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.654102267382715,-87.05240204725993,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.653910407291757,-87.0525490706394,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.656602763478144,-87.05089769628466,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.658830992039576,-87.04881216413887,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65874381079727,-87.04821473436745,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.658504231912463,-87.04833699756321,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.658620312045265,-87.04898901275575,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.658377858250425,-87.0485165003207,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.658164550953373,-87.04866918497957,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.658388137183454,-87.04916355748666,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65788385058817,-87.04885956210056,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.658204725709638,-87.04927681312867,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.657991723707735,-87.04946880730986,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.657695556930083,-87.04900365538478,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.657766784996983,-87.04960553673214,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.657507209003033,-87.04918208458744,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65734473361694,-87.04929267482275,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.657610406059295,-87.04974222582891,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.657387106795838,-87.04994632643208,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65546339768064,-87.05137994482735,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65527565179104,-87.05153763594743,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.6551002743521,-87.05164717747833,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.654895789317063,-87.0517766371454,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65516018483681,-87.05092300942623,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65497167866639,-87.05105355024043,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.654771556361464,-87.05121355826913,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.654578737025,-87.05137406392696,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.654627490956415,-87.05169576722835,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65468405215444,-87.05194510683835,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65437971236822,-87.05150834110067,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.655960597827534,-87.05099618049381,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65583139177577,-87.0510934788524,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65561485812244,-87.05056578630317,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65537306866314,-87.05076453831525,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.655690139568723,-87.0512099589083,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65885653034488,-87.05216664310468,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.659092982073087,-87.05195245067118,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.659308173760035,-87.05182726195449,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.66023235545154,-87.04898505531558,LED ,126,10-Post (Calle),2,100,,,,,,,,,
,1,20.66008483012148,-87.0487735084431,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65991315702172,-87.0484954636692,LED ,126,10-Post (Calle),2,100,,,,,,,,,
,1,20.659764325202428,-87.04831065028675,LED ,126,10-Post (Calle),2,100,,,,,,,,,
,1,20.65964174708309,-87.04810410315086,LED ,126,10-Post (Calle),2,100,,,,,,,,,
,1,20.65952326107019,-87.04791117978914,LED ,126,10-Post (Calle),2,100,,,,,,,,,
,1,20.659588053216503,-87.04824687259133,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.659302207994298,-87.04778637871428,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.659133619712893,-87.04790972315386,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.659372345947276,-87.048393537977,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.658937654495137,-87.0480510963957,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.659180760405427,-87.0485431331856,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65900864750054,-87.04865855380832,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.655787352908376,-87.05455495802028,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.656038910315697,-87.05437089158944,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.656201411833084,-87.05420149241374,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.656426795709034,-87.0540291516575,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.656614252685895,-87.05386608425343,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.656755067643356,-87.05377402807913,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65691553069662,-87.05364392165531,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65716377548965,-87.05343554761667,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.657429443723636,-87.05324941227835,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.657749560096473,-87.05301272622653,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65773960040756,-87.0526393192323,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.657989940938783,-87.05282790626975,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65830704984654,-87.05259532910878,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.658543557743027,-87.05239938938657,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.657121150985347,-87.04944984920631,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.657124602889727,-87.05013264643503,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.656817495991532,-87.04969426716414,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65690473400407,-87.05028120080708,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65653884105561,-87.04988335191129,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.656610462554816,-87.05050805517125,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.65632996353496,-87.05007433800672,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.656295929104264,-87.05039839633235,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.656349960642274,-87.05069977515542,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.656105668665802,-87.05023161291136,LED ,126,10-Post (Calle),1,100,,,,,,,,,
,1,20.653433261981895,-87.06314777282634,LED ,127,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.65255279201837,-87.0612394706,LED ,127,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65304241363674,-87.0633821667434,LED ,127,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.652589918918093,-87.06376615470246,LED ,127,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.6521647565358,-87.064058045629,LED ,127,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.65180834466897,-87.06438443251065,LED ,127,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.651332311833183,-87.06469338387251,LED ,127,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.65272559194064,-87.06146702170372,LED ,127,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652890553009495,-87.06175399009321,LED ,127,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653055273612555,-87.06197759939059,LED ,127,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653149252772277,-87.06212078166173,LED ,127,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65331225312669,-87.06239818076526,LED ,127,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653448238803342,-87.06262309253684,LED ,127,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653632278303114,-87.0628877527212,LED ,127,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653755510041854,-87.06308112356287,LED ,127,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654212643262657,-87.06251572358228,LED ,127,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.65383136687236,-87.06284151654488,LED ,127,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.65276284469304,-87.05673514493444,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652862610084526,-87.05694450406807,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654649451570954,-87.0594313435695,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654615449192328,-87.05966921797601,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654745100831658,-87.05987563756717,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654899367367012,-87.06008910078437,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.655022523758742,-87.06034552485873,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653003833644835,-87.05713155221564,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653175425530176,-87.05741929935147,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653306049392125,-87.05761141871838,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653445245989108,-87.0578619689236,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653562736974468,-87.05802940244371,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65370111200293,-87.05823683775348,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653864560749792,-87.05851894187954,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65407594572751,-87.05881775651807,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654222810317656,-87.05902453220243,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65434183798069,-87.05924641800715,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654470127803673,-87.05950198266423,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651711812174533,-87.05514246860916,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651860416065777,-87.0553920400643,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65201793524905,-87.05559226420293,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65218601459598,-87.05585415484093,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652337149041905,-87.05611735590537,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65245188475708,-87.0562675594465,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651134863269654,-87.05424469629287,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.6513152538127,-87.05449703487872,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651473239929643,-87.05473695858923,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65156789405023,-87.05490545007223,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65261251458222,-87.05657409775995,LED ,128,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.655990548060547,-87.0620918746018,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.65600762484298,-87.06211712925656,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.650867363012082,-87.05477337041597,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65100509945543,-87.0549681736011,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651173909398373,-87.05525261332919,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651338983727168,-87.05551551912993,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65150093031295,-87.0557564183777,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65423493364372,-87.06002258837789,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65437249615206,-87.06025280891406,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654550790057254,-87.06050746545496,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654644467631066,-87.06069181793278,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65485538745845,-87.06098602584258,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.655055115647695,-87.06132875338906,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.655228448159097,-87.06164599912373,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.655429918139387,-87.06187404692173,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.655973229346078,-87.06176290893457,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.655960108836602,-87.06177234306222,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.650721073331823,-87.0545342706117,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.656017274505977,-87.06212759655106,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.65603807853026,-87.06212562634083,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.6560649630758,-87.06210438606884,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.6560937838838,-87.06208549396209,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.656128530009664,-87.06206369203893,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.65615253149257,-87.0620418498881,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.656186835682075,-87.06202875648516,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.65162710046966,-87.05594452102866,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651762421338685,-87.05619625528023,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65184305617947,-87.05632716488442,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65200595795913,-87.05653188386103,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65216931156994,-87.05679464289929,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65233859754336,-87.05706779677016,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652469632883136,-87.0573057180718,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65261129247121,-87.05749386529942,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65279028879415,-87.05775652900289,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65291508536984,-87.05797863431869,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65304687065945,-87.05819143739315,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653150270369043,-87.0583483079354,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65329658417276,-87.05854632464113,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65345045963953,-87.05883473767595,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65401682444649,-87.05968488266495,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65390684573552,-87.0594769878318,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653800986427612,-87.05931555871963,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653653608124923,-87.05909871711829,LED ,129,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.655946488666658,-87.06178629729342,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.65592602869323,-87.06179835915887,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.65591111600375,-87.06180970783791,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.655899223875817,-87.0618202315192,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.655882436429927,-87.06183154584714,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.65586411819153,-87.06184503074849,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.655852498346164,-87.06185323895252,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.65584244732023,-87.06186223165588,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.65584244732023,-87.06186223165588,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.6558325082758,-87.06187567323708,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.65585243429478,-87.06189763388768,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.655869879999866,-87.06192379063032,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.655956861937927,-87.06204330485781,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.655922619010056,-87.06198998042625,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.655905562693597,-87.06195276171638,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.655941097122696,-87.0620123374503,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.655973858072528,-87.06206118783639,LED ,129,5-Post  (Camellón),1,30,,,,,,,,,
,1,20.65328259359537,-87.06139271762132,LED ,130,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653477218646298,-87.06166737963251,LED ,130,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652881447383734,-87.06217505682802,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.652408344649263,-87.06256424098304,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.652026811159388,-87.06291361973418,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.651668740227926,-87.0632063969601,LED ,130,5-Post  (Camellón),2,108,,,,,,,,,
,1,20.65122350650097,-87.0635198632324,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.653541906452404,-87.06180863811323,LED ,130,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65373595417429,-87.06207165153046,LED ,130,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65384278182907,-87.06227228051597,LED ,130,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65401316465503,-87.06256015924342,LED ,130,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654192559646454,-87.06283372847255,LED ,130,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654927779180635,-87.06065637199572,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.655258867766108,-87.06035232909466,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.654554535675167,-87.06095529448248,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.65408941141925,-87.06126806885855,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.65372961340806,-87.06157469314348,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.65327677061783,-87.06187909778863,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.65083866766946,-87.0638093148395,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.65027691169129,-87.0638756453991,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.64978708648208,-87.06422413196857,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.649450532030567,-87.06448819488287,LED ,130,5-Post  (Camellón),1,108,,,,,,,,,
,1,20.652954061298043,-87.06089407274334,LED ,130,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653136888057503,-87.0611594579427,LED ,130,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65247012615044,-87.05826044090827,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65232834376904,-87.05805636771079,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654069033891957,-87.06075714774971,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654374054595603,-87.06122559354002,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654805745857825,-87.06191359960812,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65454015137374,-87.06146690215263,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65467329425793,-87.0616681137172,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652627932386952,-87.05851601708673,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653046716228726,-87.05914135486637,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652768483330437,-87.05867541681982,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65293261677168,-87.05893452903946,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65323638494542,-87.05943880520223,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653643300944303,-87.06006266151458,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653350991848576,-87.05961226220475,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65350537070312,-87.05983506192473,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653839619306655,-87.06036894599394,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.654252835640165,-87.06104126719573,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.653978583175036,-87.06057645772755,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.650331299778752,-87.05489030214841,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65048022590623,-87.05512697168322,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.6506112779576,-87.05534079361257,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.650763753457312,-87.05558529644406,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65094668897482,-87.05587159850438,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65131384622497,-87.05646321713175,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651061425739464,-87.05605245599145,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651196341807772,-87.05628706464371,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651509876606276,-87.05677907877958,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65179042686707,-87.05717928786504,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651872699528194,-87.05735247182123,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651674907450243,-87.05699678510427,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652226609274088,-87.05789171002601,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652125918633203,-87.05773626058544,LED ,131,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65261463,-87.05930386,LED ,132,4-Post(Jardín ),1,100,,,,,,,,,
,1,20.65270312,-87.05924793,LED ,132,4-Post(Jardín ),1,100,,,,,,,,,
,1,20.652824,-87.05917068,LED ,132,4-Post(Jardín ),1,100,,,,,,,,,
,1,20.6529237,-87.05909077,LED ,132,4-Post(Jardín ),1,100,,,,,,,,,
,1,20.65298477,-87.05924526,LED ,132,4-Post(Jardín ),1,100,,,,,,,,,
,1,20.65275795,-87.05942773,LED ,132,4-Post(Jardín ),1,100,,,,,,,,,
,1,20.65271184,-87.05937845,LED ,132,4-Post(Jardín ),1,100,,,,,,,,,
,1,20.65268193,-87.05933183,LED ,132,4-Post(Jardín ),1,100,,,,,,,,,
,1,20.65284519,-87.05932251,LED ,132,4-Post(Jardín ),1,100,,,,,,,,,
,1,20.65284768,-87.05925858,LED ,132,4-Post(Jardín ),1,100,,,,,,,,,
,1,20.6528427,-87.05916935,LED ,132,4-Post(Jardín ),1,100,,,,,,,,,
,1,20.65291872,-87.05913072,LED ,132,4-Post(Jardín ),1,100,,,,,,,,,
,1,20.649873158305617,-87.0551248245166,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.650383913398347,-87.05588891442986,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65212488774864,-87.0586082274311,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652396726993747,-87.05895088032773,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652408486025962,-87.05897307052967,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652238777718562,-87.0587934097832,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.652360276198905,-87.05899739540443,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.650527115244813,-87.05612460657953,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.650669653809043,-87.0563174469787,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.650842652812926,-87.05658902064235,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.650940122031564,-87.05678283886574,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651088963956905,-87.05700422375224,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651409806568097,-87.05745660494445,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65151919908859,-87.05763961674245,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651257329722437,-87.05726701766253,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.651671014647388,-87.05787595867962,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
,1,20.65180237862126,-87.05808570143104,LED ,133,5-Post  (Camellón),1,75,,,,,,,,,
